medcodeid,term
2275501000000119,rheumatoid arthritis monitoring invitation
2275671000000111,rheumatoid arthritis monitoring invitation first letter
2275711000000112,rheumatoid arthritis monitoring invitation second letter
2275751000000111,rheumatoid arthritis monitoring invitation third letter
2275791000000115,rheumatoid arthritis monitoring verbal invitation
2275831000000110,rheumatoid arthritis monitoring telephone invitation
2530001000006117,chronic polyarticular juvenile rheumatoid arthritis
3042571000006112,subcutaneous rheumatoid nodule
3322481000006114,rheumatoid nodule
3428911000006119,felty syndrome
3636541000006112,ra - rheumatoid arthritis
3636551000006114,rheumatoid disease
3709251000006117,pauciarticular juvenile rheumatoid arthritis
3901751000006115,uveitis-rheumatoid arthritis syndrome
4530961000006110,family history: rheumatoid arthritis
4809101000006114,rheumatoid arthritis of distal radioulnar joint
4809221000006114,rheumatoid arthritis of first metatarsophalangeal joint
5141321000006112,adult onset still disease
5721431000006114,rheumatoid arthritis of multiple joints
5721451000006119,rheumatoid arthritis - hand joint
5721481000006110,rheumatoid arthritis - ankle and/or foot
7078501000006113,rheumatoid arthritis of temporomandibular joint
7099641000006113,rheumatoid arthritis of foot
8045661000006112,rheumatoid arthritis in remission
8440031000006113,rheumatoid arthritis monitoring invitation by sms (short message service) text messaging
8440041000006115,rheumatoid arthritis monitoring sms (short message service) text message first invitation
8440051000006118,rheumatoid arthritis monitoring sms (short message service) text message second invitation
8440071000006111,rheumatoid arthritis monitoring sms (short message service) text message third invitation
8447181000006111,rheumatoid arthritis of left knee
8447281000006115,rheumatoid arthritis of right knee
8459501000006119,rheumatoid arthritis monitoring invitation email
9357441000006116,seropositive rheumatoid arthritis of multiple joints
12114051000006110,rheumatoid arthritis of left shoulder
12114061000006112,rheumatoid arthritis of right shoulder
13605001000006117,rheumatoid arthritis of joint of spine
13677531000006119,seronegative rheumatoid arthritis of multiple sites
13677571000006116,rheumatoid nodule of left hand
13687681000006113,rheumatoid arthritis of left foot
13687691000006111,rheumatoid arthritis of left wrist
13687711000006114,rheumatoid arthritis of right wrist
13709541000006116,bilateral rheumatoid arthritis of knees
13709571000006112,bilateral rheumatoid arthritis of hands
14011041000006114,bilateral deformity of hands due to rheumatoid arthritis
14177941000006118,bilateral seronegative rheumatoid arthritis of wrists
