medcodeid,term
299718016,other acute myocardial infarction
299720018,other acute myocardial infarction nos
299721019,acute myocardial infarction nos
299723016,other acute and subacute ischaemic heart disease
299741012,preinfarction syndrome
299745015,acute coronary insufficiency
299750014,other acute and subacute ischaemic heart disease nos
299757012,angina pectoris
299763015,angina decubitus nos
299765010,angina pectoris nos
299776014,chronic ischaemic heart disease
299800012,other specified chronic ischaemic heart disease
299804015,other specified chronic ischaemic heart disease nos
299805019,other chronic ischaemic heart disease nos
299808017,subsequent myocardial infarction
299811016,subsequent myocardial infarction of anterior wall
299812011,subsequent myocardial infarction of inferior wall
299813018,subsequent myocardial infarction of other sites
299834013,other specified ischaemic heart disease
299835014,ischaemic heart disease nos
300277011,"intracerebral haemorrhage, intraventricular"
300287010,intracerebral haemorrhage nos
300303013,basilar artery occlusion
300309012,vertebral artery occlusion
300310019,multiple and bilateral precerebral arterial occlusion
300312010,cerebral infarct due to thrombosis of precerebral arteries
300313017,cerebral infarction due to embolism of precerebral arteries
300321011,cerebral infarction due to thrombosis of cerebral arteries
300322016,cerebral infarction due to embolism of cerebral arteries
300345010,multiple and bilateral precerebral artery syndromes
300362017,middle cerebral artery syndrome
300363010,anterior cerebral artery syndrome
300364016,posterior cerebral artery syndrome
300366019,cerebellar stroke syndrome
300370010,left sided cva
300371014,right sided cva
300380014,acute cerebrovascular insufficiency
300395011,occlusion and stenosis of middle cerebral artery
300396012,occlusion and stenosis of anterior cerebral artery
300398013,occlusion and stenosis of posterior cerebral artery
300407010,sequelae of intracerebral haemorrhage
300411016,sequelae of cerebral infarction
300433019,extremity artery atheroma
300434013,extremity artery atheroma nos
300460014,aneurysm of common iliac artery
300463011,aneurysm of external iliac artery
300464017,aneurysm of internal iliac artery
300466015,aneurysm of iliac artery nos
300503012,thromboangiitis obliterans nos
300504018,peripheral gangrene
300505017,gangrene of toe
300506016,gangrene of foot
300509011,gangrene of hand
300510018,other specified peripheral vascular disease
300511019,peripheral angiopathic disease ec nos
300514010,other specified peripheral vascular disease nos
300515011,peripheral vascular disease nos
300539018,embolism and thrombosis of the femoral artery
300540016,embolism and thrombosis of the popliteal artery
300550015,peripheral arterial embolism and thrombosis nos
300553018,embolism and/or thrombosis of the common iliac artery
300554012,embolism and/or thrombosis of the internal iliac artery
300555013,embolism and/or thrombosis of the external iliac artery
300556014,embolism and thrombosis of the iliac artery unspecified
300607015,arterial insufficiency
300874013,[x]other forms of angina pectoris
300876010,[x]other forms of acute ischaemic heart disease
300879015,[x]other forms of chronic ischaemic heart disease
300881018,[x]subsequent myocardial infarction of other sites
300882013,[x]subsequent myocardial infarction of unspecified site
300941014,[x]other cerebral infarction
300942019,[x]occlusion and stenosis of other precerebral arteries
300956017,"[x]intracerebral haemorrhage in hemisphere, unspecified"
300963017,[x]other specified peripheral vascular diseases
309177010,ischaemic ulcer diabetic foot
317343014,[d]gangrene
317344015,"[d]gangrene, spreading cutaneous"
317347010,[d]gangrene of toe in diabetic
317348017,[d]widespread diabetic foot gangrene
345639010,infarction - precerebral
345650013,brainstem infarction nos
345655015,pure motor lacunar syndrome
345658018,pure sensory lacunar syndrome
345684012,carotid territory transient ischaemic attack
349652010,reconstruction of common iliac artery
349661010,other bypass of superficial femoral artery
349664019,other bypass of deep femoral artery
349665018,other bypass of common femoral artery
349666017,other bypass of femoral or popliteal artery by anastomosis
349667014,other emergency bypass of femoral artery
349668016,other emergency bypass of superficial femoral artery
349669012,other emergency bypass of popliteal artery
349670013,other emergency bypass of deep femoral artery
349671012,other emergency bypass of common femoral artery
349674016,emergency replacement of aneurysmal popliteal artery
349675015,emergency replacement of aneurysmal deep femoral artery
349676019,emergency replacement of aneurysmal common femoral artery
349677011,other bypass of iliac artery by anastomosis
349717014,replacement of aneurysmal iliac artery by anastomosis
350348018,stable angina
350350014,new onset angina
350376014,silent myocardial infarction
350533013,peripheral ischaemia
350535018,peripheral ischaemic vascular disease
350564010,aortoiliac obstruction
357894012,arterial leg ulcer
357895013,ischaemic leg ulcer
375462013,claudication distance
394321017,iliac and femoral artery operations
394322012,replacement of aneurysmal iliac artery
394326010,reconstruction of iliac artery
394328011,iliac endarterectomy and patch
394329015,endarterectomy of iliac artery
394330013,other open operations on iliac artery
394331012,repair of iliac artery
394332017,open embolectomy of iliac artery
394333010,transluminal operations on iliac artery
394335015,arteriography of iliac artery
394337011,other replacement of aneurysmal femoral artery
394338018,other emergency bypass of femoral artery or popliteal artery
394340011,reconstruction of femoral artery or popliteal artery
394341010,other open operations on femoral artery or popliteal artery
394345018,arteriography of femoral artery
395337016,gas gangrene caused by clostridium histolyticum
395338014,gas gangrene caused by clostridium oedematiens
395340016,gas gangrene caused by clostridium perfringens
395341017,gas gangrene caused by clostridium welchii
395777014,precerebral arterial occlusion
395780010,cerebral infarction
395783012,transient ischaemic attack
395791015,other peripheral vascular disease
405339016,cerebrovascular accident
410962015,dacron aortoiliac y graft
410964019,endarterectomy and patch repair of common iliac artery
410965018,endarterectomy of common iliac artery
410966017,other open operations on common iliac artery
410967014,repair of common iliac artery
410968016,transluminal operations on common iliac artery
410969012,other replacement of aneurysmal superficial femoral artery
410970013,other replacement of aneurysmal common femoral artery
410972017,other replacement of aneurysmal deep femoral artery
410973010,repair of aneurysm with graft of popliteal artery
410974016,reconstruction of popliteal artery
410975015,reconstruction of deep femoral artery
410976019,reconstruction of common femoral artery
410977011,reconstruction of femoral artery
410979014,other open operations on popliteal artery
410982016,transluminal procedure on superficial femoral artery
410983014,transluminal procedure on common femoral artery
410984015,transluminal procedure on deep femoral artery
410985019,transluminal procedure on popliteal artery
410986018,transluminal procedure on femoral artery
411078012,reconstruction of superficial femoral artery
411214011,open embolectomy of common iliac artery
411416011,stroke in the puerperium
411512011,claudication
411904010,aspirin prophylaxis for ischaemic heart disease
413750011,central post-stroke pain
442204010,angina on effort
443199013,ischaemic foot
447324018,acute q-wave infarct
449935012,admission to stroke unit
450665015,ischaemic toe
451133011,left sided cerebral infarction
451134017,right sided cerebral infarction
451369010,h/o: myocardial infarction in last year
451370011,h/o: angina in last year
451371010,h/o: stroke in last year
451372015,h/o: treatment for ischaemic heart disease
451376017,h/o: peripheral vascular disease procedure
455422014,postoperative subendocardial myocardial infarction
455423016,"postoperative myocardial infarction, unspecified"
455424010,ruptured popliteal artery aneurysm
455900010,open insertion of iliac artery stent
455901014,percutaneous transluminal insertion of iliac artery stent
458410010,post infarct angina
458505013,iliac artery occlusion
458506014,femoral artery occlusion
458507017,popliteal artery occlusion
459306016,type ii diabetes mellitus with peripheral angiopathy
459308015,type 2 diabetes mellitus with peripheral angiopathy
459483011,coronary heart disease monitoring refused
459487012,refractory angina
459859010,asymptomatic coronary heart disease
460133017,coronary heart disease annual review
460687010,history of placement of stent for coronary artery disease
493423011,pulp gangrene
494261017,worsening angina
498328016,angina at rest
502878012,cerebellar haemorrhage
1212072018,occlusive stroke
1222398015,cerebral arterial occlusion
1227591017,[v]personal history of stroke
1227592012,[v]personal history of cerebrovascular accident (cva)
1229885017,microinfarction of heart
1234005010,acute inferoposterior infarction
1234306015,acute septal infarction
1235225010,prinzmetal's angina
1484833014,coronary heart disease review
1484939014,coronary heart disease monitoring administration
1488382011,acute coronary syndrome
1488440011,coronary heart disease medication review
1780304018,cva annual review
1780442013,attends coronary heart disease monitoring
1780447019,coronary heart disease monitoring verbal invitation
1780448012,coronary heart disease monitoring deleted
1780491019,acute st segment elevation myocardial infarction
1780501013,acute non-st segment elevation myocardial infarction
1780517019,coronary heart disease monitoring default
1780518012,coronary heart disease monitoring check done
1786197015,coronary thrombosis
1786198013,thrombosis - coronary
2476091017,h/o: stroke
2534664018,ischaemic heart disease
2536395017,coronary artery disease
2537480011,ihd - ischaemic heart disease
2548554013,haemorrhagic stroke monitoring
3505637014,occlusion of left middle cerebral artery
3505639012,occlusion of right middle cerebral artery
3505651014,occlusion of left posterior cerebral artery
3508952018,cerebrovascular accident due to thrombus of left carotid artery
3508955016,cerebrovascular accident due to thrombus of basilar artery
3508956015,stroke due to basilar artery thrombus
3508958019,cerebrovascular accident due to thrombus of right carotid artery
3508961018,cerebrovascular accident due to thrombus of right middle cerebral artery
3508962013,stroke due to thrombus of right middle cerebral artery
3508964014,cerebrovascular accident due to thrombus of left middle cerebral artery
3508965010,stroke due to thrombus of left middle cerebral artery
3509777019,cerebrovascular accident due to occlusion of left pontine artery
3509790014,cerebrovascular accident due to occlusion of right posterior cerebral artery
3509794017,cerebrovascular accident due to occlusion of left middle cerebral artery
3509799010,cerebrovascular accident due to occlusion of left posterior cerebral artery
3509810017,cerebrovascular accident due to occlusion of right middle cerebral artery
3509817019,left hemispheric cerebellar artery embolism with stroke
3636133016,cerebrovascular accident due to occlusion of right middle cerebral artery by embolus
3636969013,occlusion of right middle cerebral artery by embolus
17311000006112,other replacement aneurysmal femoral artery by anastomosis
17351000006113,other replacement of aneurysmal femoral/popliteal artery nos
17361000006110,other replacement of aneurysmal femoral/popliteal artery os
24561000006118,other open operation on femoral or popliteal artery nos
24571000006113,other open operation on femoral or popliteal artery os
31351000006112,other emergency bypass of femoral or popliteal artery nos
31361000006114,other emergency bypass of femoral or popliteal artery os
36061000006118,other bypass of femoral artery or popliteal artery os
39111000006114,other acute and subacute ischaemic heart disease
57341000006119,wallenberg's syndrome
67081000006119,ventricular septal defect as current complication following acute myocardial infarction
67501000006115,vertebrobasilar artery syndrome
72571000006115,unstable angina
84331000006112,type 1 diabetes mellitus with gangrene
84511000006112,type 2 diabetes mellitus with gangrene
84591000006119,type 2 diabetes mellitus with peripheral angiopathy
84701000006115,type i diabetes mellitus with gangrene
84781000006112,type i diabetes mellitus with peripheral angiopathy
84881000006119,type ii diabetes mellitus with gangrene
84961000006116,type ii diabetes mellitus with peripheral angiopathy
89891000006117,transluminal operation on femoral or popliteal artery nos
89901000006118,transluminal operation on femoral or popliteal artery os
90051000006113,transluminal operations on femoral artery or popliteal artery
90731000000111,refuses coronary heart disease monitoring
100681000006116,"thrombosis of atrium, auricular appendage, and ventricle as current complications following acute myocardial infarction"
118831000006118,subsequent myocardial infarction of unspecified site
122361000006113,stroke due to cerebral arterial occlusion
122401000006115,stroke unspecified
149571000006118,"sequelae of stroke,not specfd as h'morrhage or infarction"
158601000006116,rupture of cardiac wall without haemopericardium as current complication following acute myocardial infarction
158611000006118,rupture of chordae tendinae as current complication following acute myocardial infarction
159001000006119,rupture of papillary muscle as current complication following acute myocardial infarction
163261000006119,"right sided intracerebral haemorrhage, unspecified"
173461000006110,replacement of aneurysmal bifurcation of aorta by anastomosis of aorta to femoral artery
173471000006115,replacement of aneurysmal bifurcation of aorta by anastomosis of aorta to iliac artery
173561000006111,replace aneurysm iliac artery by iliac/iliac art anast nec
173641000006113,replace aneurysm popliteal artery by pop/fem anastomosis nec
173671000006117,replace aneurysmal iliac artery by fem/fem artery anast nec
187331000006112,reconstruction of femoral or popliteal artery os
201761000006112,profundoplasty of popliteal artery and patch repair of popliteal artery
201771000006117,profundoplasty of femoral artery and patch repair of deep femoral artery
212061000006119,postoperative transmural myocardial infarction of anterior wall
212071000006114,postoperative transmural myocardial infarction of inferior wall
212081000006112,postoperative transmural myocardial infarction other sites
212091000006110,postoperative transmural myocardial infarction unspec site
218511000000117,infarction - cerebral
219521000000119,attack - heart
219531000000117,mi - acute myocardial infarction
230021000006115,personal history of myocardial infarction
235911000006116,peripheral vascular disease
236331000000111,stroke/transient ischaemic attack monitoring administration
280561000006111,non-insulin-dependent diabetes mellitus with peripheral angiopathy
359231000000117,endovascular stenting of aorto-uniiliac aneurysm
362461000006119,[x]acute transmural myocardial infarction of unspecif site
370661000006114,[x]cereb infarct due unsp occlus/stenos precerebr arteries
370701000006118,[x]cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs
394541000006112,[x]ischaemic heart diseases
406961000000113,coronary heart disease monitoring telephone invite
408571000006116,[x]other current complicatns following acute myocard infarct
426321000006116,"[x]sequelae of stroke,not specfd as h'morrhage or infarction"
455641000006112,acute anterolateral myocardial infarction
455651000006114,acute anteroseptal myocardial infarction
457531000006110,acute inferolateral myocardial infarction
460681000006116,acute transmural myocardial infarction of unspecif site
482811000006113,angina at rest
482941000006119,angina pectoris nos
482961000006115,anginal control: no attacks
488231000000113,endovascular stenting for aorto-uniiliac aneurysm
491481000006111,arteriography of common iliac artery
491511000006115,arteriography of popliteal artery
496991000006111,atherosclerotic cardiovascular disease
498031000006112,atrial septal defect as current complication following acute myocardial infarction
524511000006116,brainstem stroke syndrome
530051000006117,bypass aorta by anastomosis axillary to femoral artery nec
530061000006115,bypass of bifurcation of aorta by anastomosis of aorta to femoral artery
530071000006110,bypass of bifurcation of aorta by anastomosis of aorta to iliac artery
530091000006111,bypass common iliac artery by aorta/com iliac art anast nec
530111000006119,bypass femoral artery by fem/peron a anast c prosthesis nec
530121000006110,bypass of femoral artery by anastomosis of femoral artery to peroneal artery using vein graft
530131000006113,bypass of femoral artery by anastomosis of femoral artery to popliteal artery using prosthesis
530141000006115,bypass of femoral artery by anastomosis of femoral artery to popliteal artery using vein graft
530151000006118,bypass femoral artery by fem/tib art anast c prosthesis nec
530181000006114,bypass iliac artery by aorta/ext iliac art anastomosis nec
530191000006112,bypass iliac artery by femoral/femoral art anastomosis nec
530201000006110,bypass of iliac artery by anastomosis of iliac artery to femoral artery
530211000006113,bypass iliac artery by iliac/iliac artery anastomosis nec
530791000006113,bypass popliteal artery by pop/fem artery anastomosis nec
530801000006114,bypass popliteal artery by pop/peron art anast c prosth nec
530811000006112,bypass popliteal artery by pop/pop a anast c prosthesis nec
530821000006116,bypass popliteal artery by pop/pop a anast c vein graft nec
530831000006118,bypass popliteal artery by pop/tib a anast c prosthesis nec
530841000006111,bypass popliteal artery by pop/tib a anast c vein graft nec
537751000006115,cardiac rupture after acute myocardial infarction
542251000006112,"cerebral infarction due to cerebral venous thrombosis, non-pyogenic"
542261000006114,cerebral infarction due to occlusion of precerebral artery
542831000006116,cerebral embolus
543141000006110,cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs
543291000006110,myocardial infarction with complication
585631000000113,emergency hospital admission for ischaemic heart disease
605461000006117,cva - cerebrovascular accident due to cerebral artery occlusion
605481000006110,cva - cerebrovascular accident in the puerperium
605491000006113,cva - cerebrovascular accident
605501000006117,cva unspecified
616081000006113,diabetes mellitus insulin-glucose infusion in acute myocardial infarction
616351000006115,diabetes mellitus with gangrene
616561000006113,"diabetes mellitus, adult with gangrene"
616581000006115,"diabetes mellitus, adult, + peripheral circulatory disorder"
616591000006117,"diabetes mellitus, juvenile +peripheral circulatory disorder"
616831000006118,diabetes with gangrene
639341000006115,emergency bypass of aorta by anastomosis of axillary artery to femoral artery
639371000006111,emergency bypass of bifurcation of aorta by anastomosis of aorta to femoral artery
639381000006114,emergency bypass of bifurcation of aorta by anastomosis of aorta to iliac artery
639461000006110,emerg bypass femoral artery by fem/fem art anastomosis nec
639481000006117,emerg bypass iliac artery by aorta/ext iliac art anast nec
639491000006119,emerg bypass iliac artery by femoral/femoral art anast nec
639501000006110,emerg bypass iliac artery by iliac/iliac art anastomosis nec
639521000006117,emerg bypass leg artery by aorta/com fem art anastomosis nec
639531000006119,emerg bypass leg artery by aorta/deep fem anastomosis nec
639601000006111,emerg bypass popliteal artery by pop/fem art anastomosis nec
639641000006113,emergency replacement of aneurysmal bifurcation of aorta by anastomosis of aorta to femoral artery
639651000006110,emergency replacement of aneurysmal bifurcation of aorta by anastomosis of aorta to iliac artery
639681000006119,emergency replacement of aneurysmal common iliac artery by anastomosis of aorta to common iliac artery
639701000006116,emergency replacement of aneurysmal iliac artery by anastomosis of aorta to external iliac artery
639711000006118,emergency replacement of aneurysmal popliteal artery by anastomosis of popliteal artery to popliteal artery using vein graft
639751000006117,emergency replacement of aneurysmal femoral artery by anastomosis of femoral artery to popliteal artery using vein graft
639761000006115,emergency replacement of aneurysmal femoral artery by anastomosis of femoral artery to popliteal artery using prosthesis
639771000006110,emergency replacement of aneurysmal femoral artery by anastomosis of femoral artery to femoral artery
639791000006111,emergency replacement of aneurysmal iliac artery by anastomosis of iliac artery to femoral artery
639801000006112,emergency replacement of aneurysmal iliac artery by anastomosis of iliac artery to iliac artery
639821000006119,emergency replacement of aneurysmal artery of leg by anastomosis of aorta to common femoral artery
639831000006116,emergency replacement of aneurysmal artery of leg by anastomosis of aorta to superficial femoral artery
639851000006111,emergency replacement of aneurysmal popliteal artery by anastomosis of popliteal artery to popliteal artery using prosthesis
639881000006115,emergency replacement of aneurysmal popliteal artery by anastomosis of popliteal artery to femoral artery
639911000006115,emergency replacement of aneurysmal iliac artery by anastomosis of femoral artery to femoral artery
639921000006111,emergency replacement of aneurysmal femoral or popliteal artery by anastomosis
640141000006112,emergency replacement aneurysmal femoral/popliteal artery os
640151000006114,emergency replacement of aneurysmal superficial femoral artery
640181000006118,emergency replacement of aneurysmal femoral or popliteal artery
641681000006116,endarterectomy of femoral artery and patch repair of femoral artery
641691000006118,endarterectomy of iliac artery and patch repair of iliac artery
641701000006118,endarterectomy of popliteal artery and patch repair of popliteal artery
674961000006118,peripheral circulatory disorder associated with type 2 diabetes mellitus
741071000000112,peripheral vascular disease monitoring invitation
742481000006118,ischaemic leg
744901000006114,intracerebral haemorrhage (ich)
744921000006116,"intracerebral haemorrhage in hemisphere, unspecified"
746571000006116,"intracerebral haemorrhage, multiple localized"
748941000006115,"left sided intracerebral haemorrhage, unspecified"
771351000006111,insulin dependent diabetes mellitus with gangrene
772141000006118,insulin dependent diab mell with peripheral angiopathy
787101000006114,iddm with peripheral circulatory disorder
798761000006112,gas gangrene
809421000006116,history of cerebrovascular accident
810811000006116,h/o: myocardial infarct at less than 60
810821000006112,h/o: myocardial infarct at greater than 60
813961000006116,haemopericardium as current complication following acute myocardial infarction
854491000006113,unstable angina
855991000006115,angina control - stable
856011000006116,angina control - unsatisfactory
856511000006113,chd annual review
884141000006116,coronary thrombosis
884151000006119,myocardial infarction
884461000006113,basilar artery occluded
884481000006115,vertebral artery occluded
884511000006111,transient ischaemic attacks
884521000006115,stroke/cva - undefined
884531000006117,stroke
884661000006110,peripheral arterial embolism
905351000006113,[rfc] myocardial infarction (mi)
905381000006117,[rfc] angina
906771000006113,[rfc] peripheral vascular disease
907581000006119,[rfc] stroke/cva
907591000006116,[rfc] stroke
908791000006113,[rfc] coronary heart disease
908801000006114,[rfc] stroke
909171000006115,[rfc] cva
913621000006112,insulin dependent diabetes mellitus with gangrene
913921000006119,insulin dependent diab mell with peripheral angiopathy
913931000006116,type 1 diabetes mellitus with peripheral angiopathy
931961000006117,acute coronary syndrome
940051000006114,stroke monitoring administration
940061000006111,stroke monitoring invite 1
940071000006116,stroke monitoring invite 2
940081000006118,stroke monitoring invite 3
967931000006114,acute myocardial infarction of posterolateral wall
986831000006115,stroke/transient ischaemic attack monitoring verbal invitation
988951000006117,transient ischaemic attacks
1142521000000115,coronary heart disease leaflet given
1160471000000111,stroke 6 month review
1539331000006118,h/o: coronary heart disease
1548341000006118,percutaneous transluminal insertion of stent into femoral artery
1562581000006114,stroke/transient ischaemic attack monitoring telephone invitation
1587791000006117,endovas insertion of stent graft for aorto-uniiliac aneurysm
1667741000000110,[v]personal history of transient ischaemic attack
1696201000006114,peripheral vascular disease annual review
1696211000006112,peripheral vascular disease monitoring administration
1699111000006110,ischaemic foot
1715241000006112,vascular claudication
1726581000006116,central post-stroke pain
1738171000006114,history of myocardial infarction
1752201000000116,frequency of angina
1773371000006117,cerebrovascular accident care plan
1774801000000114,coronary heart disease care plan
1787251000006117,transient ischaemic attack monitoring
1823891000006113,coronary heart disease confirmed
1823971000006118,peripheral arterial disease confirmed
1847121000006114,peripheral arterial disease
1856391000006112,coronary heart disease monitoring in primary care
1856401000006114,coronary heart disease monitoring in secondary care
1895641000006114,on coronary heart disease register
2126181000000114,stroke annual review
2127781000000110,stroke initial post discharge review
2173281000000112,h/o acute coronary syndrome
2377871000000112,ischaemic foot pain at rest
2377911000000114,ischaemic foot pain when walking
2436731000000112,old cerebral infarction on imaging
2539131000006116,stroke rehabilitation
2571561000006118,pre-infarction syndrome
2634321000006110,embolectomy of femoral artery
2729551000000111,cerebral infarction due to occlusion of cerebral artery
2729571000000119,cerebral infarction due to stenosis of cerebral artery
2729671000000118,acute transmural myocardial infarction
2762941000006113,endarterectomy of femoral artery
2855301000006112,myocardial infarction
2855341000006114,mi - myocardial infarction
2855351000006111,myocardial infarct
2901571000006113,completed stroke
3024781000006112,"past myocardial infarction diagnosed on ecg and/or other special investigation, but currently presenting no symptoms"
3166141000006114,"angina, class ii"
3280921000006115,popliteal artery aneurysm
3371381000006110,cad - coronary artery disease
3371411000006113,chd - coronary heart disease
3371421000006117,coronary heart disease
3381601000006117,acute myocardial infarction of anterior wall
3427201000006111,ami - acute myocardial infarction
3452181000006112,acute myocardial infarction of lateral wall
3458791000006114,anginal chest pain at rest
3459561000006119,acute myocardial infarction of apical-lateral wall
3499001000006116,"angina, class i"
3551171000006114,acute myocardial infarction of high lateral wall
3565871000006113,acute myocardial infarction of inferolateral wall
3576371000006117,postmyocardial infarction syndrome
3641641000006116,acute myocardial infarction of anterolateral wall
3699921000006110,acute inferior myocardial infarction
3719851000006116,cerebellar hemorrhage
3745741000006117,acute myocardial infarction of inferoposterior wall
3807321000006113,embolism of iliac artery
3886751000006118,"angina, class iii"
3919991000006112,prinzmetal angina
3920001000006119,variant angina pectoris
3920011000006116,variant angina
3920021000006112,coronary artery spasm angina
4057041000006110,brain stem stroke
4193641000006111,nonparalytic stroke
4540591000006113,history of transient ischemic attack
4668151000006111,percutaneous embolectomy of femoral artery
4668171000006118,percutaneous embolectomy of popliteal artery
4668191000006117,pc tl embolectomy popliteal artery
4775971000006114,angina
4775981000006112,cardiac angina
4776001000006111,anginal syndrome
4776031000006115,ischaemic heart disease - angina
4776051000006110,single vessel coronary artery disease
4776081000006119,double vessel coronary artery disease
4777861000006119,intracerebral haemorrhage with intraventricular haemorrhage
4777881000006112,"intracerebral haemorrhage, multiple localised"
4778181000006119,left sided cerebral hemisphere cerebrovascular accident
4778201000006118,right sided cerebral hemisphere cerebrovascular accident
5010981000006119,stroke
5011041000006118,anterior cerebral circulation infarction
5011051000006116,total anterior cerebral circulation infarction
5011061000006119,taci - total anterior cerebral circulation infarction
5011071000006114,total anterior cerebral circulation stroke
5011081000006112,tacs - total anterior cerebral circulation stroke
5011091000006110,partial anterior cerebral circulation infarction
5011101000006116,paci - partial anterior cerebral circulation infarction
5011111000006118,partial anterior cerebral circulation stroke
5011121000006114,pacs - partial anterior cerebral circulation stroke
5011131000006112,posterior cerebral circulation infarction
5011141000006119,posterior cerebral circulation stroke
5011191000006111,pure motor lacunar infarction
5011211000006112,pure sensory lacunar infarction
5011291000006119,haemorrhagic cerebral infarction
5011331000006114,anterior cerebral circulation haemorrhagic infarction
5011351000006119,posterior cerebral circulation haemorrhagic infarction
5011451000006114,stroke of uncertain pathology
5011461000006111,anterior circulation stroke of uncertain pathology
5011471000006116,posterior circulation stroke of uncertain pathology
5011491000006115,anterior circulation transient ischaemic attack
5011501000006111,anterior circulation transient ischemic attack
5011521000006118,vertebrobasilar territory transient ischaemic attack
5011541000006113,posterior circulation transient ischemic attack
5011551000006110,posterior circulation transient ischaemic attack
5048911000006115,endarterectomy of common femoral artery
5048921000006111,cfa - endarterectomy of the common femoral artery
5049001000006113,embolectomy of popliteal artery
5049381000006118,embolisation of internal iliac artery
5056201000006111,triple vessel coronary artery disease
5056311000006117,acute q wave infarction - inferior
5056331000006111,acute q wave infarction - inferolateral
5056411000006110,old anterior myocardial infarction
5056421000006119,old inferior myocardial infarction
5056431000006116,old lateral myocardial infarction
5056441000006114,old posterior myocardial infarction
5056461000006113,mi - silent myocardial infarction
5056471000006118,accelerated coronary artery disease in transplanted heart
5057981000006111,peripheral ischemic vascular disease
5126451000006116,ischaemic foot ulcer
5153821000006115,embolectomy of iliac artery
5492201000006111,tia - transient ischaemic attack
5492221000006118,transient ischemic attack
5582311000006110,occipital cerebral infarction
5592751000006111,percutaneous endarterectomy of superficial femoral artery
