12,30/04/2010,121385,177778,68.27897715,,12,31/07/2009,50-59,13307,20693,64.30677041,,12,31/12/2020,Men,78076,103286,75.59204539,,12,31/12/2020,White,109672,153789,71.31329289,,12,31/12/2020,2,25972,36840,70.49945711,,12,31/12/2020,Stroke,19714,28943,68.11318799
13,31/05/2010,120570,177747,67.83236848,,13,31/07/2009,70+,72172,105175,68.62086998,,13,30/11/2020,Men,77860,103525,75.20888674,,13,30/11/2020,White,109422,154209,70.95694804,,13,30/11/2020,2,25858,36917,70.04361134,,13,30/11/2020,Stroke,19619,28969,67.72411889
14,30/06/2010,121118,177875,68.09163739,,14,31/07/2009,60-69,31466,42681,73.72367095,,14,31/10/2020,Men,77521,103576,74.84455859,,14,31/10/2020,White,108982,154377,70.59471294,,14,31/10/2020,2,25762,36914,69.78923985,,14,31/10/2020,Stroke,19522,28918,67.50812643
15,31/07/2010,121117,178088,68.00963569,,15,31/07/2009,25-39,405,1757,23.05065452,,15,30/09/2020,Men,77968,103639,75.23036695,,15,30/09/2020,White,109619,154523,70.94024838,,15,30/09/2020,2,25906,36951,70.10906335,,15,30/09/2020,Stroke,19655,28900,68.01038062
16,31/08/2010,121032,178169,67.93100932,,16,31/08/2009,40-49,3451,7745,44.55777921,,16,31/08/2020,Men,77750,104125,74.66986795,,16,31/08/2020,White,109498,155447,70.44072899,,16,31/08/2020,2,25912,37119,69.80791508,,16,31/08/2020,Stroke,19578,29049,67.39646804
17,30/09/2010,121471,178331,68.11547067,,17,31/08/2009,50-59,13282,20660,64.28848015,,17,31/07/2020,Men,78505,104734,74.95655661,,17,31/07/2020,White,110443,156327,70.64870432,,17,31/07/2020,2,26054,37254,69.93611424,,17,31/07/2020,Stroke,19726,29190,67.57793765
18,31/10/2010,121220,178473,67.92063786,,18,31/08/2009,70+,72134,105282,68.51503581,,18,30/06/2020,Men,78514,105043,74.74462839,,18,30/06/2020,White,110611,157031,70.43895791,,18,30/06/2020,2,26120,37461,69.72584822,,18,30/06/2020,Stroke,19700,29283,67.27452788
19,30/11/2010,121779,178426,68.25182429,,19,31/08/2009,60-69,31262,42621,73.34881866,,19,31/05/2020,Men,78429,104968,74.71705663,,19,31/05/2020,White,110788,157250,70.45341812,,19,31/05/2020,2,26215,37581,69.75599372,,19,31/05/2020,Stroke,19710,29234,67.42149552
20,31/12/2010,121802,178172,68.36203219,,20,31/08/2009,25-39,402,1741,23.09017806,,20,30/04/2020,Men,79431,104950,75.68461172,,20,30/04/2020,White,112192,157427,71.26604712,,20,30/04/2020,2,26551,37583,70.64630285,,20,30/04/2020,Stroke,19894,29212,68.1021498
21,31/01/2011,121431,178062,68.19590929,,21,30/09/2009,40-49,3456,7720,44.76683938,,21,31/03/2020,Men,79637,105634,75.38955261,,21,31/03/2020,White,112503,158615,70.92834852,,21,31/03/2020,2,26646,37948,70.21713924,,21,31/03/2020,Stroke,20010,29480,67.87652646
22,28/02/2011,121400,178102,68.16318739,,22,30/09/2009,50-59,13299,20643,64.42377561,,22,29/02/2020,Men,79507,106382,74.73726758,,22,29/02/2020,White,112463,159934,70.31838133,,22,29/02/2020,2,26618,38250,69.58954248,,22,29/02/2020,Stroke,19995,29693,67.33910349
23,31/03/2011,121845,178136,68.39998653,,23,30/09/2009,70+,72493,105395,68.78220029,,23,31/01/2020,Men,80132,107276,74.69704314,,23,31/01/2020,White,113403,161278,70.31523208,,23,31/01/2020,2,26838,38555,69.60964855,,23,31/01/2020,Stroke,20149,29952,67.27096688
24,30/04/2011,121542,178249,68.18663779,,24,30/09/2009,60-69,31446,42641,73.74592528,,24,31/12/2019,Men,80017,107190,74.64968747,,24,31/12/2019,White,113431,161307,70.31994892,,24,31/12/2019,2,26844,38586,69.56927383,,24,31/12/2019,Stroke,20093,29874,67.25915512
25,31/05/2011,121837,178358,68.31036455,,25,30/09/2009,25-39,392,1736,22.58064516,,25,30/11/2019,Men,79670,107081,74.4016212,,25,30/11/2019,White,112958,161283,70.03713969,,25,30/11/2019,2,26708,38576,69.23475736,,25,30/11/2019,Stroke,19939,29803,66.90266081
26,30/06/2011,122301,178411,68.55014545,,26,31/10/2009,50-59,13267,20639,64.28121518,,26,31/10/2019,Men,79974,107234,74.57895817,,26,31/10/2019,White,113355,161536,70.17321216,,26,31/10/2019,2,26839,38640,69.45910973,,26,31/10/2019,Stroke,19960,29761,67.06763886
27,31/07/2011,121979,178565,68.31069919,,27,31/10/2009,70+,72630,105542,68.81620587,,27,30/09/2019,Men,79766,107153,74.44121956,,27,30/09/2019,White,113092,161556,70.00173315,,27,30/09/2019,2,26777,38690,69.20909796,,27,30/09/2019,Stroke,19904,29745,66.91544797
28,31/08/2011,122429,178475,68.59728253,,28,31/10/2009,60-69,31339,42636,73.50361197,,28,31/08/2019,Men,80001,107497,74.42161177,,28,31/08/2019,White,113552,162240,69.99013807,,28,31/08/2019,2,27009,38992,69.26805499,,28,31/08/2019,Stroke,19899,29772,66.83796856
29,30/09/2011,122475,178571,68.58616461,,29,31/10/2009,40-49,3491,7720,45.22020725,,29,31/07/2019,Men,80112,107553,74.48606733,,29,31/07/2019,White,113779,162417,70.05362739,,29,31/07/2019,2,27007,39044,69.17067923,,29,31/07/2019,Stroke,19900,29751,66.88850795
30,31/10/2011,122496,178647,68.56874171,,30,31/10/2009,25-39,392,1723,22.75101567,,30,30/06/2019,Men,79801,107678,74.11077472,,30,30/06/2019,White,113369,162745,69.66051184,,30,30/06/2019,2,26919,39144,68.76916002,,30,30/06/2019,Stroke,19809,29752,66.58039796
31,30/11/2011,123201,178635,68.96800739,,31,30/11/2009,50-59,13248,20605,64.29507401,,31,31/05/2019,Men,80266,108079,74.26604613,,31,31/05/2019,White,114035,163517,69.73892623,,31,31/05/2019,2,27234,39535,68.88579739,,31,31/05/2019,Stroke,19888,29825,66.6823135
32,31/12/2011,122845,178443,68.84271168,,32,30/11/2009,70+,72690,105673,68.78767519,,32,30/04/2019,Men,79822,107958,73.93801293,,32,30/04/2019,White,113611,163407,69.52639728,,32,30/04/2019,2,27112,39530,68.58588414,,32,30/04/2019,Stroke,19760,29757,66.40454347
33,31/01/2012,122909,178402,68.89440701,,33,30/11/2009,60-69,31288,42638,73.38055256,,33,31/03/2019,Men,79733,107866,73.91856563,,33,31/03/2019,White,113511,163369,69.48135815,,33,31/03/2019,2,27114,39524,68.60135614,,33,31/03/2019,Stroke,19778,29726,66.53434704
34,29/02/2012,123149,178398,69.0304824,,34,30/11/2009,40-49,3464,7709,44.93449215,,34,28/02/2019,Men,79736,107856,73.92820056,,34,28/02/2019,White,113472,163375,69.45493497,,34,28/02/2019,2,27132,39529,68.63821498,,34,28/02/2019,Stroke,19696,29671,66.38131509
35,31/03/2012,123213,178353,69.08378328,,35,30/11/2009,25-39,394,1730,22.77456647,,35,31/01/2019,Men,80235,108650,73.84721583,,35,31/01/2019,White,114287,164648,69.4129294,,35,31/01/2019,2,27425,39990,68.57964491,,35,31/01/2019,Stroke,19777,29882,66.18365571
36,30/04/2012,123369,178274,69.20190269,,36,31/12/2009,50-59,13247,20575,64.38396112,,36,31/12/2018,Men,80041,108647,73.670695,,36,31/12/2018,White,114134,164807,69.25312638,,36,31/12/2018,2,27398,40004,68.48815118,,36,31/12/2018,Stroke,19682,29838,65.96286614
37,31/05/2012,123896,178222,69.51779242,,37,31/12/2009,70+,72628,105681,68.72380087,,37,30/11/2018,Men,80250,108553,73.92702182,,37,30/11/2018,White,114384,164762,69.4237749,,37,30/11/2018,2,27421,39990,68.56964241,,37,30/11/2018,Stroke,19744,29785,66.2884002
38,30/06/2012,123888,178352,69.46263569,,38,31/12/2009,60-69,31159,42557,73.21709707,,38,31/10/2018,Men,80415,108657,74.00811729,,38,31/10/2018,White,114673,164873,69.55232209,,38,31/10/2018,2,27513,39963,68.84618272,,38,31/10/2018,Stroke,19766,29833,66.25548889
39,31/07/2012,124160,178465,69.57106435,,39,31/12/2009,40-49,3443,7655,44.97713912,,39,30/09/2018,Men,80668,108751,74.17678918,,39,30/09/2018,White,115223,165113,69.78432952,,39,30/09/2018,2,27648,39995,69.12864108,,39,30/09/2018,Stroke,19831,29816,66.51126912
40,31/08/2012,124325,178546,69.63191558,,40,31/12/2009,25-39,381,1716,22.2027972,,40,31/08/2018,Men,80988,108630,74.55399061,,40,31/08/2018,White,115741,164986,70.1520129,,40,31/08/2018,2,27748,39968,69.42554043,,40,31/08/2018,Stroke,19930,29731,67.03440853
41,30/09/2012,123882,178493,69.40440241,,41,31/01/2010,50-59,13166,20603,63.90331505,,41,31/07/2018,Men,80924,108560,74.5431098,,41,31/07/2018,White,115668,164907,70.1413524,,41,31/07/2018,2,27796,39912,69.64321507,,41,31/07/2018,Stroke,19903,29623,67.18765824
42,31/10/2012,124583,178520,69.78657853,,42,31/01/2010,60-69,30958,42536,72.7807034,,42,30/06/2018,Men,80701,108338,74.49002197,,42,30/06/2018,White,115365,164692,70.04893984,,42,30/06/2018,2,27696,39852,69.49713942,,42,30/06/2018,Stroke,19858,29576,67.14227752
43,30/11/2012,124852,178497,69.94627361,,43,31/01/2010,70+,72289,105593,68.46003049,,43,31/05/2018,Men,80838,108139,74.7537891,,43,31/05/2018,White,115596,164514,70.26514461,,43,31/05/2018,2,27703,39797,69.61077468,,43,31/05/2018,Stroke,19801,29457,67.22001562
44,31/12/2012,124585,178399,69.83503271,,44,31/01/2010,40-49,3426,7660,44.72584856,,44,30/04/2018,Men,80507,108026,74.52557718,,44,30/04/2018,White,115340,164376,70.16839441,,44,30/04/2018,2,27610,39736,69.48359171,,44,30/04/2018,Stroke,19756,29363,67.28195348
45,31/01/2013,124725,178327,69.94173625,,45,31/01/2010,25-39,378,1705,22.17008798,,45,31/03/2018,Men,80560,108007,74.5877582,,45,31/03/2018,White,115420,164509,70.16029518,,45,31/03/2018,2,27578,39749,69.38036177,,45,31/03/2018,Stroke,19735,29325,67.29752771
46,28/02/2013,124987,178133,70.16498908,,46,28/02/2010,50-59,13194,20575,64.12636695,,46,28/02/2018,Men,80643,107857,74.7684434,,46,28/02/2018,White,115726,164476,70.36041733,,46,28/02/2018,2,27668,39737,69.6278028,,46,28/02/2018,Stroke,19720,29255,67.40728081
47,31/03/2013,124757,178038,70.07324279,,47,28/02/2010,60-69,31041,42494,73.04795971,,47,31/01/2018,Men,80678,107925,74.75376419,,47,31/01/2018,White,115923,164763,70.35742248,,47,31/01/2018,2,27742,39812,69.68250779,,47,31/01/2018,Stroke,19695,29266,67.29652156
48,30/04/2013,125028,177640,70.38279667,,48,28/02/2010,70+,72565,105696,68.65444293,,48,31/12/2017,Men,80533,107953,74.60005743,,48,31/12/2017,White,115737,165005,70.14151086,,48,31/12/2017,2,27705,39851,69.52146747,,48,31/12/2017,Stroke,19590,29231,67.01789196
49,31/05/2013,125040,177439,70.46928804,,49,28/02/2010,40-49,3439,7661,44.88970108,,49,30/11/2017,Men,80715,107953,74.76864932,,49,30/11/2017,White,116049,165166,70.2620394,,49,30/11/2017,2,27700,39884,69.45140909,,49,30/11/2017,Stroke,19656,29223,67.26208808
50,30/06/2013,124820,177405,70.35878357,,50,28/02/2010,25-39,378,1695,22.30088496,,50,31/10/2017,Men,80662,107819,74.81241711,,50,31/10/2017,White,115941,165036,70.25194503,,50,31/10/2017,2,27709,39828,69.57165813,,50,31/10/2017,Stroke,19661,29178,67.38295976
51,31/07/2013,125334,177298,70.69115275,,51,31/03/2010,50-59,13300,20582,64.6195705,,51,30/09/2017,Men,80334,107718,74.57806495,,51,30/09/2017,White,115692,165010,70.11211442,,51,30/09/2017,2,27640,39784,69.4751659,,51,30/09/2017,Stroke,19550,29116,67.14521225
52,31/08/2013,125136,177251,70.59819127,,52,31/03/2010,60-69,31300,42469,73.70081707,,52,31/08/2017,Men,80415,107628,74.71568737,,52,31/08/2017,White,115893,164934,70.26628833,,52,31/08/2017,2,27676,39778,69.57614762,,52,31/08/2017,Stroke,19522,29038,67.22914801
53,30/09/2013,125158,177326,70.5807383,,53,31/03/2010,70+,73128,105702,69.18317534,,53,31/07/2017,Men,80167,107472,74.59338246,,53,31/07/2017,White,115652,164777,70.18697998,,53,31/07/2017,2,27630,39759,69.49369954,,53,31/07/2017,Stroke,19407,28933,67.07565755
54,31/10/2013,125647,177313,70.86169655,,54,31/03/2010,40-49,3465,7622,45.46050905,,54,30/06/2017,Men,80234,107211,74.83747004,,54,30/06/2017,White,115750,164489,70.3694472,,54,30/06/2017,2,27626,39704,69.57989119,,54,30/06/2017,Stroke,19350,28783,67.22718271
55,30/11/2013,125677,177234,70.9102091,,55,31/03/2010,25-39,378,1685,22.43323442,,55,31/05/2017,Men,80077,107040,74.81035127,,55,31/05/2017,White,115598,164352,70.33562111,,55,31/05/2017,2,27570,39685,69.47209273,,55,31/05/2017,Stroke,19334,28657,67.46693653
56,31/12/2013,125756,176985,71.05460915,,56,30/04/2010,50-59,13290,20535,64.71877283,,56,30/04/2017,Men,79742,106938,74.56844153,,56,30/04/2017,White,115266,164290,70.16008278,,56,30/04/2017,2,27421,39655,69.14890934,,56,30/04/2017,Stroke,19253,28573,67.381794
57,31/01/2014,125762,176898,71.09294622,,57,30/04/2010,60-69,31205,42438,73.53079787,,57,31/03/2017,Men,79999,106840,74.87738675,,57,31/03/2017,White,115622,164183,70.42263815,,57,31/03/2017,2,27509,39591,69.4829633,,57,31/03/2017,Stroke,19270,28471,67.68290541
58,28/02/2014,125843,176725,71.20837459,,58,30/04/2010,70+,73032,105528,69.20627701,,58,28/02/2017,Men,79742,106754,74.69696686,,58,28/02/2017,White,115292,164159,70.23190931,,58,28/02/2017,2,27489,39604,69.40965559,,58,28/02/2017,Stroke,19192,28427,67.51327963
59,31/03/2014,125746,176630,71.19175678,,59,30/04/2010,40-49,3485,7603,45.83716954,,59,31/01/2017,Men,79639,106707,74.63334177,,59,31/01/2017,White,115174,164250,70.12115677,,59,31/01/2017,2,27441,39609,69.27970916,,59,31/01/2017,Stroke,19137,28401,67.38143023
60,30/04/2014,126258,176640,71.47758152,,60,30/04/2010,25-39,373,1674,22.28195938,,60,31/12/2016,Men,79746,106691,74.74482384,,60,31/12/2016,White,115498,164402,70.25340324,,60,31/12/2016,2,27539,39635,69.48151886,,60,31/12/2016,Stroke,19149,28376,67.4830843
61,31/05/2014,125805,176723,71.18767789,,61,31/05/2010,50-59,13158,20513,64.14468873,,61,30/11/2016,Men,79794,106677,74.79962879,,61,30/11/2016,White,115714,164511,70.33815368,,61,30/11/2016,2,27548,39639,69.49721234,,61,30/11/2016,Stroke,19145,28320,67.60240113
62,30/06/2014,125584,176816,71.02524658,,62,31/05/2010,60-69,30896,42432,72.81297134,,62,31/10/2016,Men,79316,106581,74.41851737,,62,31/10/2016,White,115174,164509,70.01075929,,62,31/10/2016,2,27472,39618,69.34221818,,62,31/10/2016,Stroke,19041,28276,67.33979346
63,31/07/2014,125822,176904,71.12445168,,63,31/05/2010,70+,72678,105517,68.8780007,,63,30/09/2016,Men,79339,106594,74.43101863,,63,30/09/2016,White,115321,164575,70.07200365,,63,30/09/2016,2,27423,39619,69.21678992,,63,30/09/2016,Stroke,19099,28266,67.56881059
64,31/08/2014,125062,176964,70.67087091,,64,31/05/2010,40-49,3477,7608,45.70189274,,64,31/08/2016,Men,79224,106479,74.40340349,,64,31/08/2016,White,115371,164529,70.12198457,,64,31/08/2016,2,27467,39603,69.35585688,,64,31/08/2016,Stroke,19049,28217,67.50894851
65,30/09/2014,125461,177049,70.86230366,,65,31/05/2010,25-39,361,1677,21.52653548,,65,31/07/2016,Men,78918,106286,74.25060685,,65,31/07/2016,White,115009,164413,69.95128122,,65,31/07/2016,2,27338,39550,69.12262958,,65,31/07/2016,Stroke,18873,28121,67.11354504
66,31/10/2014,125475,176957,70.90705652,,66,30/06/2010,50-59,13234,20532,64.45548412,,66,30/06/2016,Men,79093,106083,74.55765768,,66,30/06/2016,White,115342,164191,70.2486738,,66,30/06/2016,2,27439,39498,69.46934022,,66,30/06/2016,Stroke,18864,28008,67.35218509
67,30/11/2014,125214,176995,70.74437131,,67,30/06/2010,60-69,31016,42399,73.1526687,,67,31/05/2016,Men,78850,105908,74.45141066,,67,31/05/2016,White,115221,164046,70.23700669,,67,31/05/2016,2,27359,39439,69.37042014,,67,31/05/2016,Stroke,18789,27930,67.27175081
68,31/12/2014,125542,176806,71.00550886,,68,30/06/2010,70+,73040,105676,69.11692343,,68,30/04/2016,Men,78852,105763,74.55537381,,68,30/04/2016,White,115356,163863,70.39783234,,68,30/04/2016,2,27317,39377,69.37298423,,68,30/04/2016,Stroke,18805,27838,67.55154824
69,31/01/2015,124985,176564,70.78736322,,69,30/06/2010,40-49,3466,7595,45.63528637,,69,31/03/2016,Men,78796,105564,74.64287068,,69,31/03/2016,White,115349,163759,70.43826599,,69,31/03/2016,2,27417,39342,69.68888211,,69,31/03/2016,Stroke,18758,27745,67.60857812
70,28/02/2015,125181,176561,70.89957578,,70,30/06/2010,25-39,362,1673,21.63777645,,70,29/02/2016,Men,78634,105594,74.4682463,,70,29/02/2016,White,115223,163894,70.30336681,,70,29/02/2016,2,27288,39336,69.37156803,,70,29/02/2016,Stroke,18622,27686,67.26143177
71,31/03/2015,125391,176568,71.01569933,,71,31/07/2010,50-59,13200,20533,64.2867579,,71,31/01/2016,Men,78486,105492,74.3999545,,71,31/01/2016,White,114994,163821,70.19490786,,71,31/01/2016,2,27317,39276,69.55137998,,71,31/01/2016,Stroke,18558,27637,67.1491117
72,30/04/2015,125384,176763,70.9333967,,72,31/07/2010,60-69,31067,42461,73.16596406,,72,31/12/2015,Men,78795,105362,74.78502686,,72,31/12/2015,White,115564,163759,70.56955648,,72,31/12/2015,2,27456,39188,70.06226396,,72,31/12/2015,Stroke,18681,27618,67.64066913
73,31/05/2015,124843,177156,70.47065863,,73,31/07/2010,70+,73037,105812,69.02525233,,73,30/11/2015,Men,78464,105274,74.53312309,,73,30/11/2015,White,115257,163775,70.37520989,,73,30/11/2015,2,27323,39207,69.68908613,,73,30/11/2015,Stroke,18590,27573,67.42102782
74,30/06/2015,125504,177374,70.75670617,,74,31/07/2010,40-49,3447,7608,45.30757098,,74,31/10/2015,Men,78438,105128,74.61190168,,74,31/10/2015,White,115310,163588,70.48805536,,74,31/10/2015,2,27324,39149,69.7948862,,74,31/10/2015,Stroke,18604,27507,67.63369324
75,31/07/2015,125788,177674,70.79707779,,75,31/07/2010,25-39,366,1674,21.86379928,,75,30/09/2015,Men,78511,104962,74.79945123,,75,30/09/2015,White,115558,163491,70.68156657,,75,30/09/2015,2,27358,39087,69.99258065,,75,30/09/2015,Stroke,18586,27453,67.70116199
76,31/08/2015,125121,177942,70.31560846,,76,31/08/2010,50-59,13183,20527,64.22273104,,76,31/08/2015,Men,78078,104892,74.43656332,,76,31/08/2015,White,114963,163429,70.34430854,,76,31/08/2015,2,27244,39073,69.72589768,,76,31/08/2015,Stroke,18528,27433,67.53909525
77,30/09/2015,125830,178019,70.68346637,,77,31/08/2010,60-69,31092,42427,73.28352229,,77,31/07/2015,Men,78411,104650,74.92689919,,77,31/07/2015,White,115517,163216,70.77553671,,77,31/07/2015,2,27332,38993,70.09463237,,77,31/07/2015,Stroke,18554,27315,67.92604796
78,31/10/2015,125617,178170,70.50401302,,78,31/08/2010,70+,72955,105976,68.84105835,,78,30/06/2015,Men,78136,104454,74.80422004,,78,30/06/2015,White,115268,162967,70.73088417,,78,30/06/2015,2,27235,38895,70.02185371,,78,30/06/2015,Stroke,18513,27182,68.10757119
79,30/11/2015,125639,178384,70.43176518,,79,31/08/2010,40-49,3438,7588,45.30838166,,79,31/05/2015,Men,77782,104280,74.58956655,,79,31/05/2015,White,114758,162808,70.48670827,,79,31/05/2015,2,27092,38851,69.7330828,,79,31/05/2015,Stroke,18411,27117,67.89467861
80,31/12/2015,125922,178404,70.58249815,,80,31/08/2010,25-39,364,1651,22.04724409,,80,30/04/2015,Men,78114,104058,75.06775068,,80,30/04/2015,White,115298,162510,70.94824934,,80,30/04/2015,2,27155,38726,70.12084904,,80,30/04/2015,Stroke,18534,26978,68.70042257
81,31/01/2016,125308,178513,70.19544795,,81,30/09/2010,50-59,13239,20529,64.4892591,,81,31/03/2015,Men,78112,103866,75.20459053,,81,31/03/2015,White,115333,162353,71.03841629,,81,31/03/2015,2,27144,38647,70.23572334,,81,31/03/2015,Stroke,18448,26938,68.48318361
82,29/02/2016,125550,178603,70.29557174,,82,30/09/2010,60-69,31146,42430,73.40560924,,82,28/02/2015,Men,77983,103833,75.10425395,,82,28/02/2015,White,115180,162393,70.92670251,,82,28/02/2015,2,27097,38642,70.12318203,,82,28/02/2015,Stroke,18459,26913,68.58767139
83,31/03/2016,125737,178512,70.43616115,,83,30/09/2010,70+,73320,106125,69.08833922,,83,31/01/2015,Men,77757,103768,74.93350551,,83,31/01/2015,White,115040,162394,70.84005567,,83,31/01/2015,2,27027,38607,70.00543943,,83,31/01/2015,Stroke,18460,26894,68.63984532
84,30/04/2016,125780,178684,70.39242462,,84,30/09/2010,40-49,3401,7580,44.86807388,,84,31/12/2014,Men,78030,103831,75.15096647,,84,31/12/2014,White,115538,162646,71.03648414,,84,31/12/2014,2,27183,38624,70.37852113,,84,31/12/2014,Stroke,18496,26905,68.74558632
85,31/05/2016,125690,178934,70.24377704,,85,30/09/2010,25-39,365,1667,21.89562088,,85,30/11/2014,Men,77796,103926,74.85710987,,85,30/11/2014,White,115182,162851,70.7284573,,85,30/11/2014,2,27108,38708,70.03203472,,85,30/11/2014,Stroke,18421,26891,68.50247295
86,30/06/2016,125946,179158,70.29884236,,86,31/10/2010,50-59,13120,20501,63.9968782,,86,31/10/2014,Men,77917,103870,75.01395976,,86,31/10/2014,White,115470,162857,70.90269377,,86,31/10/2014,2,27176,38674,70.26943166,,86,31/10/2014,Stroke,18395,26825,68.57409133
87,31/07/2016,125641,179475,70.00473604,,87,31/10/2010,60-69,31004,42415,73.0967818,,87,30/09/2014,Men,77918,103889,75.00120321,,87,30/09/2014,White,115533,162960,70.89653903,,87,30/09/2014,2,27171,38695,70.21837447,,87,30/09/2014,Stroke,18403,26800,68.66791045
88,31/08/2016,126088,179672,70.17676655,,88,31/10/2010,70+,73338,106311,68.98439484,,88,31/08/2014,Men,77673,103780,74.84390056,,88,31/08/2014,White,115210,162874,70.73566069,,88,31/08/2014,2,27126,38654,70.17643711,,88,31/08/2014,Stroke,18277,26717,68.40962683
89,30/09/2016,126071,179749,70.13724694,,89,31/10/2010,40-49,3411,7595,44.91112574,,89,31/07/2014,Men,78111,103734,75.29932327,,89,31/07/2014,White,115888,162851,71.16198243,,89,31/07/2014,2,27238,38604,70.55745519,,89,31/07/2014,Stroke,18384,26662,68.95206661
90,31/10/2016,125961,179724,70.08579822,,90,31/10/2010,25-39,347,1651,21.01756511,,90,30/06/2014,Men,77956,103653,75.20862879,,90,30/06/2014,White,115754,162828,71.08973887,,90,30/06/2014,2,27253,38599,70.6054561,,90,30/06/2014,Stroke,18331,26596,68.92389833
91,30/11/2016,126584,179779,70.41089337,,91,30/11/2010,50-59,13167,20475,64.30769231,,91,31/05/2014,Men,78002,103578,75.30749773,,91,31/05/2014,White,115984,162794,71.24586901,,91,31/05/2014,2,27278,38568,70.72702759,,91,31/05/2014,Stroke,18349,26570,69.0590892
92,31/12/2016,126310,179713,70.28428661,,92,30/11/2010,60-69,31129,42400,73.41745283,,92,30/04/2014,Men,78249,103463,75.62993534,,92,30/04/2014,White,116426,162761,71.53187803,,92,30/04/2014,2,27345,38541,70.95041644,,92,30/04/2014,Stroke,18348,26522,69.18030314
93,31/01/2017,126023,179574,70.17886776,,93,30/11/2010,70+,73681,106324,69.29855912,,93,31/03/2014,Men,77885,103435,75.29849664,,93,31/03/2014,White,115967,162779,71.24199067,,93,31/03/2014,2,27228,38566,70.60104755,,93,31/03/2014,Stroke,18209,26485,68.75212384
